DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2023-03-15,Philadelphia 76ers,118,Cleveland Cavaliers,109
2023-03-15,Memphis Grizzlies,119,Miami Heat,138
2023-03-15,Sacramento Kings,117,Chicago Bulls,114
2023-03-15,Los Angeles Lakers,110,Houston Rockets,114
2023-03-15,Boston Celtics,104,Minnesota Timberwolves,102
2023-03-15,Dallas Mavericks,137,San Antonio Spurs,128
2023-03-15,Golden State Warriors,126,Los Angeles Clippers,134
2023-03-16,Denver Nuggets,119,Detroit Pistons,100
2023-03-16,Sacramento Kings,101,Brooklyn Nets,96
2023-03-16,Oklahoma City Thunder,111,Toronto Raptors,128
2023-03-16,Indiana Pacers,139,Milwaukee Bucks,123
2023-03-16,Orlando Magic,113,Phoenix Suns,116
2023-03-17,Philadelphia 76ers,121,Charlotte Hornets,82
2023-03-17,Golden State Warriors,119,Atlanta Hawks,127
2023-03-17,Washington Wizards,94,Cleveland Cavaliers,117
2023-03-17,Minnesota Timberwolves,131,Chicago Bulls,139
2023-03-17,New Orleans Pelicans,112,Houston Rockets,114
2023-03-17,Memphis Grizzlies,126,San Antonio Spurs,120
2023-03-17,Boston Celtics,126,Portland Trail Blazers,112
2023-03-17,Dallas Mavericks,111,Los Angeles Lakers,110
2023-03-18,Denver Nuggets,110,New York Knicks,116
2023-03-18,Orlando Magic,113,Los Angeles Clippers,108
2023-03-18,Philadelphia 76ers,141,Indiana Pacers,121
2023-03-18,Minnesota Timberwolves,107,Toronto Raptors,122
2023-03-18,Miami Heat,99,Chicago Bulls,113
2023-03-18,Golden State Warriors,119,Memphis Grizzlies,133
2023-03-18,Sacramento Kings,132,Washington Wizards,118
2023-03-18,Boston Celtics,117,Utah Jazz,118
2023-03-19,Denver Nuggets,108,Brooklyn Nets,102
2023-03-19,Phoenix Suns,120,Oklahoma City Thunder,124
2023-03-19,Atlanta Hawks,118,San Antonio Spurs,126
2023-03-19,Miami Heat,112,Detroit Pistons,100
2023-03-19,New Orleans Pelicans,117,Houston Rockets,107
2023-03-19,Toronto Raptors,111,Milwaukee Bucks,118
2023-03-19,Los Angeles Clippers,117,Portland Trail Blazers,102
2023-03-19,Orlando Magic,105,Los Angeles Lakers,111
2023-03-20,Indiana Pacers,109,Charlotte Hornets,115
2023-03-20,Chicago Bulls,109,Philadelphia 76ers,105
2023-03-20,Minnesota Timberwolves,140,New York Knicks,134
2023-03-20,Golden State Warriors,121,Houston Rockets,108
2023-03-20,Dallas Mavericks,108,Memphis Grizzlies,112
2023-03-20,Sacramento Kings,120,Utah Jazz,128
2023-03-21,Washington Wizards,112,Orlando Magic,122
2023-03-21,Detroit Pistons,107,Atlanta Hawks,129
2023-03-21,Cleveland Cavaliers,115,Brooklyn Nets,109
2023-03-21,San Antonio Spurs,84,New Orleans Pelicans,119
2023-03-21,Boston Celtics,132,Sacramento Kings,109
2023-03-21,Oklahoma City Thunder,101,Los Angeles Clippers,100
2023-03-22,Denver Nuggets,118,Washington Wizards,104
2023-03-22,Golden State Warriors,127,Dallas Mavericks,125
2023-03-22,New York Knicks,120,Miami Heat,127
2023-03-22,Indiana Pacers,118,Toronto Raptors,114
2023-03-22,Philadelphia 76ers,116,Chicago Bulls,91
2023-03-22,Houston Rockets,125,Memphis Grizzlies,130
2023-03-22,San Antonio Spurs,94,Milwaukee Bucks,130
2023-03-22,Atlanta Hawks,124,Minnesota Timberwolves,125
2023-03-22,Portland Trail Blazers,127,Utah Jazz,115
2023-03-22,Phoenix Suns,111,Los Angeles Lakers,122
2023-03-23,New York Knicks,106,Orlando Magic,111
2023-03-23,Cleveland Cavaliers,116,Brooklyn Nets,114
2023-03-23,Charlotte Hornets,96,New Orleans Pelicans,115
2023-03-23,Oklahoma City Thunder,105,Los Angeles Clippers,127
2023-03-24,Indiana Pacers,95,Boston Celtics,120
2023-03-24,San Antonio Spurs,124,Washington Wizards,136
2023-03-24,Detroit Pistons,97,Toronto Raptors,118
2023-03-24,Houston Rockets,114,Memphis Grizzlies,151
2023-03-24,Charlotte Hornets,117,Dallas Mavericks,109
2023-03-24,Milwaukee Bucks,144,Utah Jazz,116
2023-03-24,Philadelphia 76ers,112,Golden State Warriors,120
2023-03-24,Chicago Bulls,124,Portland Trail Blazers,96
2023-03-24,Phoenix Suns,127,Sacramento Kings,135
2023-03-24,Oklahoma City Thunder,111,Los Angeles Lakers,116
2023-03-25,Indiana Pacers,130,Atlanta Hawks,143
2023-03-25,Brooklyn Nets,129,Miami Heat,100
2023-03-25,Milwaukee Bucks,106,Denver Nuggets,129
2023-03-25,Philadelphia 76ers,105,Phoenix Suns,125
2023-03-25,Utah Jazz,113,Sacramento Kings,121
2023-03-25,New Orleans Pelicans,131,Los Angeles Clippers,110
2023-03-26,Dallas Mavericks,104,Charlotte Hornets,110
2023-03-26,Chicago Bulls,118,Los Angeles Lakers,108
2023-03-26,Memphis Grizzlies,123,Atlanta Hawks,119
2023-03-26,San Antonio Spurs,93,Boston Celtics,137
2023-03-26,Houston Rockets,91,Cleveland Cavaliers,108
2023-03-26,Brooklyn Nets,106,Orlando Magic,119
2023-03-26,Washington Wizards,104,Toronto Raptors,114
2023-03-26,Oklahoma City Thunder,118,Portland Trail Blazers,112
2023-03-26,Minnesota Timberwolves,99,Golden State Warriors,96
2023-03-27,Milwaukee Bucks,126,Detroit Pistons,117
2023-03-27,Dallas Mavericks,127,Indiana Pacers,104
2023-03-27,Houston Rockets,115,New York Knicks,137
2023-03-27,Phoenix Suns,117,Utah Jazz,103
2023-03-27,Philadelphia 76ers,111,Denver Nuggets,116
2023-03-27,New Orleans Pelicans,124,Portland Trail Blazers,90
2023-03-27,Minnesota Timberwolves,119,Sacramento Kings,115
2023-03-27,Chicago Bulls,112,Los Angeles Clippers,124
2023-03-28,Boston Celtics,111,Washington Wizards,130
2023-03-28,Cleveland Cavaliers,118,Atlanta Hawks,120
2023-03-28,Miami Heat,92,Toronto Raptors,106
2023-03-28,Orlando Magic,108,Memphis Grizzlies,113
2023-03-28,Charlotte Hornets,137,Oklahoma City Thunder,134
2023-03-28,New Orleans Pelicans,109,Golden State Warriors,120
2023-03-29,Milwaukee Bucks,149,Indiana Pacers,136
2023-03-29,Houston Rockets,114,Brooklyn Nets,123
2023-03-29,Miami Heat,92,New York Knicks,101
2023-03-29,Dallas Mavericks,108,Philadelphia 76ers,116
2023-03-29,Los Angeles Lakers,121,Chicago Bulls,110
2023-03-29,Los Angeles Clippers,141,Memphis Grizzlies,132
2023-03-29,Detroit Pistons,106,Oklahoma City Thunder,107
2023-03-29,Utah Jazz,128,San Antonio Spurs,117
2023-03-29,Minnesota Timberwolves,100,Phoenix Suns,107
2023-03-29,Sacramento Kings,120,Portland Trail Blazers,80
2023-03-30,Boston Celtics,140,Milwaukee Bucks,99
2023-03-30,New Orleans Pelicans,107,Denver Nuggets,88
2023-03-31,Chicago Bulls,121,Charlotte Hornets,91
2023-03-31,Oklahoma City Thunder,117,Indiana Pacers,121
2023-03-31,Toronto Raptors,110,Philadelphia 76ers,117
2023-03-31,Orlando Magic,116,Washington Wizards,109
2023-03-31,Utah Jazz,114,Boston Celtics,122
2023-03-31,Atlanta Hawks,107,Brooklyn Nets,124
2023-03-31,New York Knicks,130,Cleveland Cavaliers,116
2023-03-31,Detroit Pistons,115,Houston Rockets,121
2023-03-31,Los Angeles Clippers,94,Memphis Grizzlies,108
2023-03-31,Los Angeles Lakers,123,Minnesota Timberwolves,111
2023-03-31,San Antonio Spurs,115,Golden State Warriors,130
2023-03-31,Sacramento Kings,138,Portland Trail Blazers,114
2023-03-31,Denver Nuggets,93,Phoenix Suns,100
2023-04-01,Dallas Mavericks,122,Miami Heat,129
2023-04-01,Los Angeles Clippers,114,New Orleans Pelicans,122
2023-04-02,Toronto Raptors,128,Charlotte Hornets,108
2023-04-02,Utah Jazz,110,Brooklyn Nets,111
2023-04-02,Memphis Grizzlies,107,Chicago Bulls,128
2023-04-02,Portland Trail Blazers,107,Minnesota Timberwolves,105
2023-04-02,Dallas Mavericks,130,Atlanta Hawks,132
2023-04-02,Washington Wizards,109,New York Knicks,118
2023-04-02,Detroit Pistons,102,Orlando Magic,128
2023-04-02,San Antonio Spurs,142,Sacramento Kings,134
2023-04-02,Los Angeles Lakers,134,Houston Rockets,109
2023-04-02,Phoenix Suns,128,Oklahoma City Thunder,118
2023-04-02,Indiana Pacers,105,Cleveland Cavaliers,115
2023-04-02,Philadelphia 76ers,104,Milwaukee Bucks,117
2023-04-02,Golden State Warriors,110,Denver Nuggets,112
2023-04-04,Toronto Raptors,120,Charlotte Hornets,100
2023-04-04,Miami Heat,118,Detroit Pistons,105
2023-04-04,Cleveland Cavaliers,117,Orlando Magic,113
2023-04-04,Milwaukee Bucks,140,Washington Wizards,128
2023-04-04,Minnesota Timberwolves,107,Brooklyn Nets,102
2023-04-04,Atlanta Hawks,123,Chicago Bulls,105
2023-04-04,Denver Nuggets,103,Houston Rockets,124
2023-04-04,Portland Trail Blazers,109,Memphis Grizzlies,119
2023-04-04,Sacramento Kings,121,New Orleans Pelicans,103
2023-04-04,Boston Celtics,101,Philadelphia 76ers,103
2023-04-04,Los Angeles Lakers,135,Utah Jazz,133
2023-04-04,Oklahoma City Thunder,125,Golden State Warriors,136
2023-04-04,San Antonio Spurs,94,Phoenix Suns,115
2023-04-05,Brooklyn Nets,123,Detroit Pistons,108
2023-04-05,New York Knicks,138,Indiana Pacers,129
2023-04-05,Washington Wizards,116,Atlanta Hawks,134
2023-04-05,Toronto Raptors,93,Boston Celtics,97
2023-04-05,Chicago Bulls,92,Milwaukee Bucks,105
2023-04-05,Memphis Grizzlies,131,New Orleans Pelicans,138
2023-04-05,Sacramento Kings,119,Dallas Mavericks,123
2023-04-05,Los Angeles Lakers,118,Los Angeles Clippers,125
2023-04-06,Cleveland Cavaliers,118,Orlando Magic,94
2023-04-06,Miami Heat,129,Philadelphia 76ers,101
2023-04-06,Portland Trail Blazers,127,San Antonio Spurs,129
2023-04-06,Oklahoma City Thunder,114,Utah Jazz,98
2023-04-06,Denver Nuggets,115,Phoenix Suns,119
2023-04-07,Houston Rockets,112,Charlotte Hornets,109
2023-04-07,Detroit Pistons,122,Indiana Pacers,115
2023-04-07,Miami Heat,108,Washington Wizards,114
2023-04-07,Philadelphia 76ers,136,Atlanta Hawks,131
2023-04-07,Toronto Raptors,102,Boston Celtics,121
2023-04-07,Orlando Magic,84,Brooklyn Nets,101
2023-04-07,Memphis Grizzlies,137,Milwaukee Bucks,114
2023-04-07,New York Knicks,105,New Orleans Pelicans,113
2023-04-07,Chicago Bulls,115,Dallas Mavericks,112
2023-04-07,Golden State Warriors,119,Sacramento Kings,97
2023-04-07,Phoenix Suns,107,Los Angeles Lakers,121
2023-04-08,Denver Nuggets,114,Utah Jazz,118
2023-04-08,Portland Trail Blazers,125,Los Angeles Clippers,136
2023-04-08,Minnesota Timberwolves,151,San Antonio Spurs,131
2023-04-09,Atlanta Hawks,114,Boston Celtics,120
2023-04-09,Philadelphia 76ers,134,Brooklyn Nets,105
2023-04-09,Detroit Pistons,81,Chicago Bulls,103
2023-04-09,Charlotte Hornets,106,Cleveland Cavaliers,95
2023-04-09,Orlando Magic,110,Miami Heat,123
2023-04-09,Indiana Pacers,141,New York Knicks,136
2023-04-09,Milwaukee Bucks,105,Toronto Raptors,121
2023-04-09,Houston Rockets,114,Washington Wizards,109
2023-04-09,San Antonio Spurs,138,Dallas Mavericks,117
2023-04-09,Sacramento Kings,95,Denver Nuggets,109
2023-04-09,Utah Jazz,117,Los Angeles Lakers,128
2023-04-09,New Orleans Pelicans,108,Minnesota Timberwolves,113
2023-04-09,Memphis Grizzlies,100,Oklahoma City Thunder,115
2023-04-09,Los Angeles Clippers,119,Phoenix Suns,114
2023-04-09,Golden State Warriors,157,Portland Trail Blazers,101
2023-04-11,Atlanta Hawks,116,Miami Heat,105
2023-04-11,Minnesota Timberwolves,102,Los Angeles Lakers,108
2023-04-12,Chicago Bulls,109,Toronto Raptors,105
2023-04-12,Oklahoma City Thunder,123,New Orleans Pelicans,118
2023-04-14,Chicago Bulls,91,Miami Heat,102
2023-04-14,Oklahoma City Thunder,95,Minnesota Timberwolves,120
2023-04-15,Brooklyn Nets,101,Philadelphia 76ers,121
2023-04-15,Atlanta Hawks,99,Boston Celtics,112
2023-04-15,New York Knicks,101,Cleveland Cavaliers,97
2023-04-15,Golden State Warriors,123,Sacramento Kings,126
2023-04-16,Los Angeles Lakers,128,Memphis Grizzlies,112
2023-04-16,Miami Heat,130,Milwaukee Bucks,117
2023-04-16,Los Angeles Clippers,115,Phoenix Suns,110
2023-04-16,Minnesota Timberwolves,80,Denver Nuggets,109
2023-04-17,Brooklyn Nets,84,Philadelphia 76ers,96
2023-04-17,Golden State Warriors,106,Sacramento Kings,114
2023-04-18,Atlanta Hawks,106,Boston Celtics,119
2023-04-18,New York Knicks,90,Cleveland Cavaliers,107
2023-04-18,Los Angeles Clippers,109,Phoenix Suns,123
2023-04-19,Los Angeles Lakers,93,Memphis Grizzlies,103
2023-04-19,Miami Heat,122,Milwaukee Bucks,138
2023-04-19,Minnesota Timberwolves,113,Denver Nuggets,122
2023-04-20,Philadelphia 76ers,102,Brooklyn Nets,97
2023-04-20,Sacramento Kings,97,Golden State Warriors,114
2023-04-20,Phoenix Suns,129,Los Angeles Clippers,124
2023-04-21,Boston Celtics,122,Atlanta Hawks,130
2023-04-21,Cleveland Cavaliers,79,New York Knicks,99
2023-04-21,Denver Nuggets,120,Minnesota Timberwolves,111
2023-04-22,Philadelphia 76ers,96,Brooklyn Nets,88
2023-04-22,Phoenix Suns,112,Los Angeles Clippers,100
2023-04-22,Milwaukee Bucks,99,Miami Heat,121
2023-04-22,Memphis Grizzlies,101,Los Angeles Lakers,111
2023-04-23,Cleveland Cavaliers,93,New York Knicks,102
2023-04-23,Sacramento Kings,125,Golden State Warriors,126
2023-04-23,Boston Celtics,129,Atlanta Hawks,121
2023-04-23,Denver Nuggets,108,Minnesota Timberwolves,114
2023-04-24,Milwaukee Bucks,114,Miami Heat,119
2023-04-24,Memphis Grizzlies,111,Los Angeles Lakers,117
2023-04-25,Atlanta Hawks,119,Boston Celtics,117
2023-04-25,Minnesota Timberwolves,109,Denver Nuggets,112
2023-04-25,Los Angeles Clippers,130,Phoenix Suns,136
2023-04-26,New York Knicks,106,Cleveland Cavaliers,95
2023-04-26,Los Angeles Lakers,99,Memphis Grizzlies,116
2023-04-26,Miami Heat,128,Milwaukee Bucks,126
2023-04-26,Golden State Warriors,123,Sacramento Kings,116
2023-04-27,Boston Celtics,128,Atlanta Hawks,120
2023-04-28,Sacramento Kings,118,Golden State Warriors,99
2023-04-28,Memphis Grizzlies,85,Los Angeles Lakers,125
2023-04-29,Phoenix Suns,107,Denver Nuggets,125
2023-04-30,Miami Heat,108,New York Knicks,101
2023-04-30,Golden State Warriors,120,Sacramento Kings,100
2023-05-01,Philadelphia 76ers,119,Boston Celtics,115
2023-05-01,Phoenix Suns,87,Denver Nuggets,97
2023-05-02,Miami Heat,105,New York Knicks,111
2023-05-02,Los Angeles Lakers,117,Golden State Warriors,112
2023-05-03,Philadelphia 76ers,87,Boston Celtics,121
2023-05-04,Los Angeles Lakers,100,Golden State Warriors,127
2023-05-05,Boston Celtics,114,Philadelphia 76ers,102
2023-05-05,Denver Nuggets,114,Phoenix Suns,121
2023-05-06,New York Knicks,86,Miami Heat,105
2023-05-06,Golden State Warriors,97,Los Angeles Lakers,127
2023-05-07,Boston Celtics,115,Philadelphia 76ers,116
2023-05-07,Denver Nuggets,124,Phoenix Suns,129
2023-05-08,New York Knicks,101,Miami Heat,109
2023-05-08,Golden State Warriors,101,Los Angeles Lakers,104
2023-05-09,Philadelphia 76ers,115,Boston Celtics,103
2023-05-09,Phoenix Suns,102,Denver Nuggets,118
2023-05-10,Miami Heat,103,New York Knicks,112
2023-05-10,Los Angeles Lakers,106,Golden State Warriors,121
2023-05-11,Boston Celtics,95,Philadelphia 76ers,86
2023-05-11,Denver Nuggets,125,Phoenix Suns,100
2023-05-12,New York Knicks,92,Miami Heat,96
2023-05-12,Golden State Warriors,101,Los Angeles Lakers,122
2023-05-14,Philadelphia 76ers,88,Boston Celtics,112
2023-05-16,Los Angeles Lakers,126,Denver Nuggets,132
2023-05-17,Miami Heat,123,Boston Celtics,116
2023-05-18,Los Angeles Lakers,103,Denver Nuggets,108
2023-05-19,Miami Heat,111,Boston Celtics,105
2023-05-20,Denver Nuggets,119,Los Angeles Lakers,108
2023-05-21,Boston Celtics,102,Miami Heat,128
2023-05-22,Denver Nuggets,113,Los Angeles Lakers,111
2023-05-23,Boston Celtics,116,Miami Heat,99
2023-05-25,Miami Heat,97,Boston Celtics,110
2023-05-27,Boston Celtics,104,Miami Heat,103
2023-05-29,Miami Heat,103,Boston Celtics,84
2023-06-01,Miami Heat,93,Denver Nuggets,104
2023-06-04,Miami Heat,111,Denver Nuggets,108
2023-06-07,Denver Nuggets,109,Miami Heat,94
2023-06-09,Denver Nuggets,108,Miami Heat,95
2023-06-12,Miami Heat,89,Denver Nuggets,94
