team,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,team_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,date,won
MEM,240,46,97,0.474,17,43,0.395,15,19,0.789,13,26,39,30,10,3,14,23,124,,LAL,240,45,81,0.556,18,33,0.545,28,35,0.8,4,39,43,31,5,4,15,19,136,,2024-03-27,0.0
DET,240,31,81,0.383,9,32,0.281,20,25,0.8,10,31,41,15,9,1,12,14,91,,MIN,240,42,82,0.512,11,36,0.306,11,16,0.688,9,31,40,28,8,3,12,17,106,,2024-03-27,0.0
MIN,240,42,82,0.512,11,36,0.306,11,16,0.688,9,31,40,28,8,3,12,17,106,,DET,240,31,81,0.383,9,32,0.281,20,25,0.8,10,31,41,15,9,1,12,14,91,,2024-03-27,1.0
HOU,265,50,104,0.481,15,43,0.349,17,23,0.739,16,34,50,25,10,3,16,24,132,,OKC,265,47,96,0.49,14,38,0.368,18,24,0.75,13,36,49,26,7,7,19,24,126,,2024-03-27,1.0
OKC,265,47,96,0.49,14,38,0.368,18,24,0.75,13,36,49,26,7,7,19,24,126,,HOU,265,50,104,0.481,15,43,0.349,17,23,0.739,16,34,50,25,10,3,16,24,132,,2024-03-27,0.0
SAS,240,44,86,0.512,16,33,0.485,14,21,0.667,9,32,41,40,9,7,21,21,118,,UTA,240,39,83,0.47,13,35,0.371,20,22,0.909,6,30,36,25,8,4,21,16,111,,2024-03-27,1.0
UTA,240,39,83,0.47,13,35,0.371,20,22,0.909,6,30,36,25,8,4,21,16,111,,SAS,240,44,86,0.512,16,33,0.485,14,21,0.667,9,32,41,40,9,7,21,21,118,,2024-03-27,0.0
PHO,240,39,83,0.47,16,33,0.485,10,11,0.909,12,39,51,29,3,7,16,13,104,,DEN,240,38,88,0.432,10,40,0.25,11,12,0.917,9,29,38,24,9,4,8,13,97,,2024-03-27,1.0
DEN,240,38,88,0.432,10,40,0.25,11,12,0.917,9,29,38,24,9,4,8,13,97,,PHO,240,39,83,0.47,16,33,0.485,10,11,0.909,12,39,51,29,3,7,16,13,104,,2024-03-27,0.0
BOS,265,45,94,0.479,14,36,0.389,18,21,0.857,9,34,43,28,7,6,12,15,122,,ATL,265,51,104,0.49,15,44,0.341,6,10,0.6,17,36,53,24,5,5,11,17,123,,2024-03-28,0.0
ATL,265,51,104,0.49,15,44,0.341,6,10,0.6,17,36,53,24,5,5,11,17,123,,BOS,265,45,94,0.479,14,36,0.389,18,21,0.857,9,34,43,28,7,6,12,15,122,,2024-03-28,1.0
MIL,240,38,82,0.463,14,39,0.359,10,19,0.526,5,41,46,21,1,4,14,25,100,,NOP,240,36,91,0.396,8,32,0.25,27,34,0.794,11,37,48,22,11,5,6,19,107,,2024-03-28,0.0
NOP,240,36,91,0.396,8,32,0.25,27,34,0.794,11,37,48,22,11,5,6,19,107,,MIL,240,38,82,0.463,14,39,0.359,10,19,0.526,5,41,46,21,1,4,14,25,100,,2024-03-28,1.0
GSW,240,48,89,0.539,11,32,0.344,8,9,0.889,11,39,50,35,7,5,12,19,115,,CHO,240,34,84,0.405,12,46,0.261,17,24,0.708,12,29,41,23,4,2,11,10,97,,2024-03-29,1.0
CHO,240,34,84,0.405,12,46,0.261,17,24,0.708,12,29,41,23,4,2,11,10,97,,GSW,240,48,89,0.539,11,32,0.344,8,9,0.889,11,39,50,35,7,5,12,19,115,,2024-03-29,0.0
LAL,240,35,86,0.407,5,30,0.167,15,18,0.833,10,38,48,24,3,3,16,14,90,,IND,240,43,89,0.483,10,31,0.323,13,14,0.929,6,40,46,27,8,6,8,14,109,,2024-03-29,0.0
IND,240,43,89,0.483,10,31,0.323,13,14,0.929,6,40,46,27,8,6,8,14,109,,LAL,240,35,86,0.407,5,30,0.167,15,18,0.833,10,38,48,24,3,3,16,14,90,,2024-03-29,1.0
LAC,240,41,85,0.482,8,24,0.333,10,12,0.833,12,29,41,19,11,4,16,17,100,,ORL,240,38,86,0.442,10,29,0.345,11,15,0.733,13,25,38,20,10,8,14,11,97,,2024-03-29,1.0
ORL,240,38,86,0.442,10,29,0.345,11,15,0.733,13,25,38,20,10,8,14,11,97,,LAC,240,41,85,0.482,8,24,0.333,10,12,0.833,12,29,41,19,11,4,16,17,100,,2024-03-29,0.0
DET,240,37,89,0.416,6,24,0.25,16,20,0.8,8,39,47,19,9,5,13,18,96,,WAS,240,36,88,0.409,9,33,0.273,6,8,0.75,9,38,47,22,2,4,18,18,87,,2024-03-29,1.0
WAS,240,36,88,0.409,9,33,0.273,6,8,0.75,9,38,47,22,2,4,18,18,87,,DET,240,37,89,0.416,6,24,0.25,16,20,0.8,8,39,47,19,9,5,13,18,96,,2024-03-29,0.0
CHI,240,38,75,0.507,9,30,0.3,23,29,0.793,5,39,44,24,3,6,12,18,108,,BRK,240,43,91,0.473,25,44,0.568,14,22,0.636,12,31,43,26,9,3,6,22,125,,2024-03-29,0.0
BRK,240,43,91,0.473,25,44,0.568,14,22,0.636,12,31,43,26,9,3,6,22,125,,CHI,240,38,75,0.507,9,30,0.3,23,29,0.793,5,39,44,24,3,6,12,18,108,,2024-03-29,1.0
PHI,240,42,94,0.447,16,40,0.4,14,17,0.824,16,26,42,28,6,7,9,20,114,,CLE,240,45,82,0.549,16,37,0.432,11,13,0.846,5,32,37,34,4,3,13,17,117,,2024-03-29,0.0
CLE,240,45,82,0.549,16,37,0.432,11,13,0.846,5,32,37,34,4,3,13,17,117,,PHI,240,42,94,0.447,16,40,0.4,14,17,0.824,16,26,42,28,6,7,9,20,114,,2024-03-29,1.0
PHO,240,39,87,0.448,13,41,0.317,12,15,0.8,13,26,39,26,6,6,14,15,103,,OKC,240,49,87,0.563,16,30,0.533,14,14,1.0,7,31,38,33,7,7,10,13,128,,2024-03-29,0.0
OKC,240,49,87,0.563,16,30,0.533,14,14,1.0,7,31,38,33,7,7,10,13,128,,PHO,240,39,87,0.448,13,41,0.317,12,15,0.8,13,26,39,26,6,6,14,15,103,,2024-03-29,1.0
NYK,265,51,110,0.464,14,37,0.378,10,12,0.833,18,32,50,24,10,1,11,24,126,,SAS,265,44,82,0.537,16,40,0.4,26,32,0.813,8,38,46,34,3,2,15,16,130,,2024-03-29,0.0
SAS,265,44,82,0.537,16,40,0.4,26,32,0.813,8,38,46,34,3,2,15,16,130,,NYK,265,51,110,0.464,14,37,0.378,10,12,0.833,18,32,50,24,10,1,11,24,126,,2024-03-29,1.0
MIN,240,38,74,0.514,9,28,0.321,26,37,0.703,6,33,39,28,6,7,7,20,111,,DEN,240,35,88,0.398,8,28,0.286,20,27,0.741,13,33,46,29,6,1,12,24,98,,2024-03-29,1.0
DEN,240,35,88,0.398,8,28,0.286,20,27,0.741,13,33,46,29,6,1,12,24,98,,MIN,240,38,74,0.514,9,28,0.321,26,37,0.703,6,33,39,28,6,7,7,20,111,,2024-03-29,0.0
HOU,240,35,91,0.385,13,42,0.31,18,28,0.643,15,30,45,19,10,6,10,18,101,,UTA,240,37,80,0.463,8,31,0.258,18,19,0.947,11,40,51,23,4,9,20,23,100,,2024-03-29,1.0
UTA,240,37,80,0.463,8,31,0.258,18,19,0.947,11,40,51,23,4,9,20,23,100,,HOU,240,35,91,0.385,13,42,0.31,18,28,0.643,15,30,45,19,10,6,10,18,101,,2024-03-29,0.0
DAL,240,35,74,0.473,15,35,0.429,22,33,0.667,6,36,42,24,4,6,10,12,107,,SAC,240,40,92,0.435,15,32,0.469,8,12,0.667,10,35,45,24,9,1,10,22,103,,2024-03-29,1.0
SAC,240,40,92,0.435,15,32,0.469,8,12,0.667,10,35,45,24,9,1,10,22,103,,DAL,240,35,74,0.473,15,35,0.429,22,33,0.667,6,36,42,24,4,6,10,12,107,,2024-03-29,0.0
BOS,240,39,82,0.476,15,37,0.405,11,12,0.917,8,43,51,27,7,7,12,13,104,,NOP,240,34,86,0.395,13,35,0.371,11,18,0.611,10,31,41,22,9,3,9,12,92,,2024-03-30,1.0
NOP,240,34,86,0.395,13,35,0.371,11,18,0.611,10,31,41,22,9,3,9,12,92,,BOS,240,39,82,0.476,15,37,0.405,11,12,0.917,8,43,51,27,7,7,12,13,104,,2024-03-30,0.0
MEM,240,31,86,0.36,12,36,0.333,14,17,0.824,13,32,45,25,11,7,19,19,88,,ORL,240,38,78,0.487,22,44,0.5,20,23,0.87,5,38,43,28,8,8,15,16,118,,2024-03-30,0.0
ORL,240,38,78,0.487,22,44,0.5,20,23,0.87,5,38,43,28,8,8,15,16,118,,MEM,240,31,86,0.36,12,36,0.333,14,17,0.824,13,32,45,25,11,7,19,19,88,,2024-03-30,1.0
MIL,240,43,78,0.551,8,28,0.286,28,35,0.8,6,34,40,27,7,5,10,18,122,,ATL,240,42,92,0.457,14,35,0.4,15,18,0.833,9,30,39,24,5,3,11,26,113,,2024-03-30,1.0
ATL,240,42,92,0.457,14,35,0.4,15,18,0.833,9,30,39,24,5,3,11,26,113,,MIL,240,43,78,0.551,8,28,0.286,28,35,0.8,6,34,40,27,7,5,10,18,122,,2024-03-30,0.0
CLE,240,38,82,0.463,8,25,0.32,17,21,0.81,6,22,28,26,10,4,15,12,101,,DEN,240,50,87,0.575,21,33,0.636,9,13,0.692,11,40,51,36,7,4,16,19,130,,2024-03-31,0.0
DEN,240,50,87,0.575,21,33,0.636,9,13,0.692,11,40,51,36,7,4,16,19,130,,CLE,240,38,82,0.463,8,25,0.32,17,21,0.81,6,22,28,26,10,4,15,12,101,,2024-03-31,1.0
LAL,240,42,77,0.545,15,40,0.375,17,22,0.773,6,44,50,24,8,6,19,15,116,,BRK,240,39,92,0.424,12,36,0.333,14,19,0.737,9,29,38,19,12,3,12,17,104,,2024-03-31,1.0
BRK,240,39,92,0.424,12,36,0.333,14,19,0.737,9,29,38,19,12,3,12,17,104,,LAL,240,42,77,0.545,15,40,0.375,17,22,0.773,6,44,50,24,8,6,19,15,116,,2024-03-31,0.0
LAC,240,43,75,0.573,14,29,0.483,30,34,0.882,7,34,41,28,4,5,8,16,130,,CHO,240,44,88,0.5,23,52,0.442,7,11,0.636,5,26,31,32,3,2,9,25,118,,2024-03-31,1.0
CHO,240,44,88,0.5,23,52,0.442,7,11,0.636,5,26,31,32,3,2,9,25,118,,LAC,240,43,75,0.573,14,29,0.483,30,34,0.882,7,34,41,28,4,5,8,16,130,,2024-03-31,0.0
PHI,240,49,83,0.59,24,43,0.558,13,16,0.813,9,30,39,28,6,10,15,17,135,,TOR,240,47,90,0.522,11,30,0.367,15,20,0.75,7,23,30,31,10,2,12,14,120,,2024-03-31,1.0
TOR,240,47,90,0.522,11,30,0.367,15,20,0.75,7,23,30,31,10,2,12,14,120,,PHI,240,49,83,0.59,24,43,0.558,13,16,0.813,9,30,39,28,6,10,15,17,135,,2024-03-31,0.0
MIA,240,40,81,0.494,14,36,0.389,25,29,0.862,6,36,42,22,11,8,13,19,119,,WAS,240,40,88,0.455,11,38,0.289,16,21,0.762,7,35,42,27,6,1,15,22,107,,2024-03-31,1.0
WAS,240,40,88,0.455,11,38,0.289,16,21,0.762,7,35,42,27,6,1,15,22,107,,MIA,240,40,81,0.494,14,36,0.389,25,29,0.862,6,36,42,22,11,8,13,19,119,,2024-03-31,0.0
DAL,240,48,93,0.516,24,47,0.511,5,9,0.556,10,37,47,24,7,8,13,17,125,,HOU,240,39,92,0.424,13,38,0.342,16,19,0.842,12,31,43,22,9,3,10,14,107,,2024-03-31,1.0
HOU,240,39,92,0.424,13,38,0.342,16,19,0.842,12,31,43,22,9,3,10,14,107,,DAL,240,48,93,0.516,24,47,0.511,5,9,0.556,10,37,47,24,7,8,13,17,125,,2024-03-31,0.0
CHI,240,42,80,0.525,17,29,0.586,8,12,0.667,8,35,43,30,11,3,16,18,109,,MIN,240,38,81,0.469,11,37,0.297,14,21,0.667,8,29,37,28,12,5,13,10,101,,2024-03-31,1.0
MIN,240,38,81,0.469,11,37,0.297,14,21,0.667,8,29,37,28,12,5,13,10,101,,CHI,240,42,80,0.525,17,29,0.586,8,12,0.667,8,35,43,30,11,3,16,18,109,,2024-03-31,0.0
OKC,240,44,82,0.537,13,34,0.382,12,24,0.5,9,34,43,29,6,8,12,23,113,,NYK,240,38,92,0.413,13,43,0.302,23,34,0.676,15,31,46,24,8,3,10,19,112,,2024-03-31,1.0
NYK,240,38,92,0.413,13,43,0.302,23,34,0.676,15,31,46,24,8,3,10,19,112,,OKC,240,44,82,0.537,13,34,0.382,12,24,0.5,9,34,43,29,6,8,12,23,113,,2024-03-31,0.0
GSW,240,45,92,0.489,16,39,0.41,11,13,0.846,12,29,41,34,15,3,15,14,117,,SAS,240,40,89,0.449,17,43,0.395,16,18,0.889,16,29,45,31,7,5,19,12,113,,2024-03-31,1.0
SAS,240,40,89,0.449,17,43,0.395,16,18,0.889,16,29,45,31,7,5,19,12,113,,GSW,240,45,92,0.489,16,39,0.41,11,13,0.846,12,29,41,34,15,3,15,14,117,,2024-03-31,0.0
UTA,240,34,83,0.41,16,41,0.39,22,28,0.786,11,22,33,22,6,4,12,18,106,,SAC,240,45,84,0.536,20,40,0.5,17,23,0.739,13,31,44,34,8,6,15,23,127,,2024-03-31,0.0
SAC,240,45,84,0.536,20,40,0.5,17,23,0.739,13,31,44,34,8,6,15,23,127,,UTA,240,34,83,0.41,16,41,0.39,22,28,0.786,11,22,33,22,6,4,12,18,106,,2024-03-31,1.0
BOS,240,43,89,0.483,19,53,0.358,13,16,0.813,11,40,51,28,3,3,10,15,118,,CHO,240,41,91,0.451,13,37,0.351,9,11,0.818,8,32,40,28,3,2,6,15,104,,2024-04-01,1.0
CHO,240,41,91,0.451,13,37,0.351,9,11,0.818,8,32,40,28,3,2,6,15,104,,BOS,240,43,89,0.483,19,53,0.358,13,16,0.813,11,40,51,28,3,3,10,15,118,,2024-04-01,0.0
MEM,240,40,91,0.44,11,33,0.333,19,23,0.826,15,29,44,28,11,9,12,18,110,,DET,240,40,79,0.506,11,28,0.393,17,22,0.773,9,32,41,22,7,9,14,16,108,,2024-04-01,1.0
DET,240,40,79,0.506,11,28,0.393,17,22,0.773,9,32,41,22,7,9,14,16,108,,MEM,240,40,91,0.44,11,33,0.333,19,23,0.826,15,29,44,28,11,9,12,18,110,,2024-04-01,0.0
BRK,240,41,87,0.471,10,26,0.385,19,28,0.679,12,31,43,20,3,4,15,19,111,,IND,240,53,103,0.515,13,31,0.419,14,17,0.824,14,33,47,35,6,9,9,21,133,,2024-04-01,0.0
IND,240,53,103,0.515,13,31,0.419,14,17,0.824,14,33,47,35,6,9,9,21,133,,BRK,240,41,87,0.471,10,26,0.385,19,28,0.679,12,31,43,20,3,4,15,19,111,,2024-04-01,1.0
POR,240,40,90,0.444,11,31,0.355,12,15,0.8,11,33,44,28,9,3,9,21,103,,ORL,240,36,76,0.474,11,32,0.344,21,27,0.778,9,34,43,26,4,6,15,17,104,,2024-04-01,0.0
ORL,240,36,76,0.474,11,32,0.344,21,27,0.778,9,34,43,26,4,6,15,17,104,,POR,240,40,90,0.444,11,31,0.355,12,15,0.8,11,33,44,28,9,3,9,21,103,,2024-04-01,1.0
ATL,240,41,82,0.5,19,40,0.475,12,18,0.667,8,37,45,29,4,5,14,21,113,,CHI,240,37,94,0.394,7,28,0.25,20,24,0.833,16,35,51,17,8,2,8,17,101,,2024-04-01,1.0
CHI,240,37,94,0.394,7,28,0.25,20,24,0.833,16,35,51,17,8,2,8,17,101,,ATL,240,41,82,0.5,19,40,0.475,12,18,0.667,8,37,45,29,4,5,14,21,113,,2024-04-01,0.0
PHO,240,43,87,0.494,18,47,0.383,20,25,0.8,16,33,49,29,7,6,12,21,124,,NOP,240,42,89,0.472,11,27,0.407,16,24,0.667,12,25,37,29,10,1,9,17,111,,2024-04-01,1.0
NOP,240,42,89,0.472,11,27,0.407,16,24,0.667,12,25,37,29,10,1,9,17,111,,PHO,240,43,87,0.494,18,47,0.383,20,25,0.8,16,33,49,29,7,6,12,21,124,,2024-04-01,0.0
LAL,240,52,101,0.515,18,41,0.439,6,12,0.5,13,34,47,38,6,8,14,17,128,,TOR,240,43,89,0.483,10,32,0.313,15,21,0.714,5,35,40,25,11,6,17,19,111,,2024-04-02,1.0
TOR,240,43,89,0.483,10,32,0.313,15,21,0.714,5,35,40,25,11,6,17,19,111,,LAL,240,52,101,0.515,18,41,0.439,6,12,0.5,13,34,47,38,6,8,14,17,128,,2024-04-02,0.0
MIL,240,45,103,0.437,11,48,0.229,12,18,0.667,18,39,57,31,8,6,12,17,113,,WAS,240,47,93,0.505,9,38,0.237,14,17,0.824,5,39,44,26,9,2,10,20,117,,2024-04-02,0.0
WAS,240,47,93,0.505,9,38,0.237,14,17,0.824,5,39,44,26,9,2,10,20,117,,MIL,240,45,103,0.437,11,48,0.229,12,18,0.667,18,39,57,31,8,6,12,17,113,,2024-04-02,1.0
NYK,240,35,76,0.461,12,34,0.353,17,21,0.81,7,23,30,25,11,2,14,17,99,,MIA,240,36,74,0.486,17,38,0.447,20,21,0.952,7,32,39,24,5,4,17,17,109,,2024-04-02,0.0
MIA,240,36,74,0.486,17,38,0.447,20,21,0.952,7,32,39,24,5,4,17,17,109,,NYK,240,35,76,0.461,12,34,0.353,17,21,0.81,7,23,30,25,11,2,14,17,99,,2024-04-02,1.0
OKC,240,37,87,0.425,13,39,0.333,18,22,0.818,12,31,43,30,10,9,14,18,105,,PHI,240,36,78,0.462,14,30,0.467,23,25,0.92,9,33,42,27,8,4,16,20,109,,2024-04-02,0.0
PHI,240,36,78,0.462,14,30,0.467,23,25,0.92,9,33,42,27,8,4,16,20,109,,OKC,240,37,87,0.425,13,39,0.333,18,22,0.818,12,31,43,30,10,9,14,18,105,,2024-04-02,1.0
HOU,240,41,92,0.446,14,48,0.292,10,14,0.714,12,25,37,23,10,0,14,23,106,,MIN,240,41,77,0.532,11,26,0.423,20,22,0.909,6,33,39,29,12,5,17,17,113,,2024-04-02,0.0
MIN,240,41,77,0.532,11,26,0.423,20,22,0.909,6,33,39,29,12,5,17,17,113,,HOU,240,41,92,0.446,14,48,0.292,10,14,0.714,12,25,37,23,10,0,14,23,106,,2024-04-02,1.0
SAS,240,42,105,0.4,13,44,0.295,8,16,0.5,15,44,59,33,4,12,7,19,105,,DEN,240,43,98,0.439,11,34,0.324,13,16,0.813,11,41,52,28,5,10,8,15,110,,2024-04-02,0.0
DEN,240,43,98,0.439,11,34,0.324,13,16,0.813,11,41,52,28,5,10,8,15,110,,SAS,240,42,105,0.4,13,44,0.295,8,16,0.5,15,44,59,33,4,12,7,19,105,,2024-04-02,1.0
CLE,240,46,85,0.541,16,39,0.41,21,24,0.875,9,32,41,38,10,6,13,14,129,,UTA,240,41,85,0.482,16,37,0.432,15,18,0.833,7,26,33,26,7,3,19,22,113,,2024-04-02,1.0
UTA,240,41,85,0.482,16,37,0.432,15,18,0.833,7,26,33,26,7,3,19,22,113,,CLE,240,46,85,0.541,16,39,0.41,21,24,0.875,9,32,41,38,10,6,13,14,129,,2024-04-02,0.0
DAL,240,39,89,0.438,15,40,0.375,7,11,0.636,8,34,42,27,8,7,15,14,100,,GSW,240,41,90,0.456,15,32,0.469,7,7,1.0,11,41,52,29,9,4,17,18,104,,2024-04-02,0.0
GSW,240,41,90,0.456,15,32,0.469,7,7,1.0,11,41,52,29,9,4,17,18,104,,DAL,240,39,89,0.438,15,40,0.375,7,11,0.636,8,34,42,27,8,7,15,14,100,,2024-04-02,1.0
LAC,240,31,76,0.408,11,27,0.407,22,27,0.815,9,29,38,18,6,1,15,21,95,,SAC,240,39,92,0.424,12,42,0.286,19,25,0.76,20,36,56,29,10,6,10,18,109,,2024-04-02,0.0
SAC,240,39,92,0.424,12,42,0.286,19,25,0.76,20,36,56,29,10,6,10,18,109,,LAC,240,31,76,0.408,11,27,0.407,22,27,0.815,9,29,38,18,6,1,15,21,95,,2024-04-02,1.0
POR,240,37,93,0.398,7,26,0.269,8,12,0.667,14,41,55,19,4,2,15,19,89,,CHO,240,32,78,0.41,5,31,0.161,17,22,0.773,2,34,36,22,10,8,9,15,86,,2024-04-03,1.0
CHO,240,32,78,0.41,5,31,0.161,17,22,0.773,2,34,36,22,10,8,9,15,86,,POR,240,37,93,0.398,7,26,0.269,8,12,0.667,14,41,55,19,4,2,15,19,89,,2024-04-03,0.0
LAL,240,46,91,0.505,8,28,0.286,25,29,0.862,11,38,49,21,10,4,16,10,125,,WAS,240,45,91,0.495,18,42,0.429,12,13,0.923,6,33,39,26,11,4,18,22,120,,2024-04-03,1.0
WAS,240,45,91,0.495,18,42,0.429,12,13,0.923,6,33,39,26,11,4,18,22,120,,LAL,240,46,91,0.505,8,28,0.286,25,29,0.862,11,38,49,21,10,4,16,10,125,,2024-04-03,0.0
DET,240,43,94,0.457,10,30,0.333,17,21,0.81,8,29,37,24,14,3,10,13,113,,ATL,240,49,90,0.544,13,38,0.342,10,15,0.667,6,42,48,36,9,8,16,13,121,,2024-04-03,0.0
ATL,240,49,90,0.544,13,38,0.342,10,15,0.667,6,42,48,36,9,8,16,13,121,,DET,240,43,94,0.457,10,30,0.333,17,21,0.81,8,29,37,24,14,3,10,13,113,,2024-04-03,1.0
OKC,240,35,81,0.432,5,24,0.208,25,28,0.893,5,26,31,21,8,5,13,11,100,,BOS,240,50,92,0.543,17,40,0.425,18,19,0.947,11,35,46,33,7,10,10,18,135,,2024-04-03,0.0
BOS,240,50,92,0.543,17,40,0.425,18,19,0.947,11,35,46,33,7,10,10,18,135,,OKC,240,35,81,0.432,5,24,0.208,25,28,0.893,5,26,31,21,8,5,13,11,100,,2024-04-03,1.0
IND,240,46,103,0.447,10,38,0.263,9,11,0.818,19,26,45,27,8,9,9,21,111,,BRK,240,42,87,0.483,12,32,0.375,19,27,0.704,15,35,50,22,4,8,13,16,115,,2024-04-03,0.0
BRK,240,42,87,0.483,12,32,0.375,19,27,0.704,15,35,50,22,4,8,13,16,115,,IND,240,46,103,0.447,10,38,0.263,9,11,0.818,19,26,45,27,8,9,9,21,111,,2024-04-03,1.0
MEM,240,46,91,0.505,7,23,0.304,12,17,0.706,13,41,54,25,5,8,8,12,111,,MIL,240,38,95,0.4,18,44,0.409,7,12,0.583,13,31,44,26,5,10,11,14,101,,2024-04-03,1.0
MIL,240,38,95,0.4,18,44,0.409,7,12,0.583,13,31,44,26,5,10,11,14,101,,MEM,240,46,91,0.505,7,23,0.304,12,17,0.706,13,41,54,25,5,8,8,12,111,,2024-04-03,0.0
TOR,240,33,90,0.367,7,30,0.233,12,14,0.857,10,38,48,19,4,6,20,15,85,,MIN,240,49,96,0.51,20,43,0.465,15,22,0.682,9,41,50,37,13,9,9,12,133,,2024-04-03,0.0
MIN,240,49,96,0.51,20,43,0.465,15,22,0.682,9,41,50,37,13,9,9,12,133,,TOR,240,33,90,0.367,7,30,0.233,12,14,0.857,10,38,48,19,4,6,20,15,85,,2024-04-03,1.0
ORL,240,41,80,0.513,13,32,0.406,22,30,0.733,7,32,39,27,9,2,13,20,117,,NOP,240,36,76,0.474,12,29,0.414,24,28,0.857,7,28,35,21,9,1,14,26,108,,2024-04-03,1.0
NOP,240,36,76,0.474,12,29,0.414,24,28,0.857,7,28,35,21,9,1,14,26,108,,ORL,240,41,80,0.513,13,32,0.406,22,30,0.733,7,32,39,27,9,2,13,20,117,,2024-04-03,0.0
CLE,240,39,83,0.47,7,26,0.269,16,19,0.842,7,30,37,28,9,4,15,14,101,,PHO,240,44,87,0.506,18,33,0.545,16,17,0.941,8,35,43,32,11,2,15,17,122,,2024-04-03,0.0
PHO,240,44,87,0.506,18,33,0.545,16,17,0.941,8,35,43,32,11,2,15,17,122,,CLE,240,39,83,0.47,7,26,0.269,16,19,0.842,7,30,37,28,9,4,15,14,101,,2024-04-03,1.0
ATL,240,34,85,0.4,13,38,0.342,14,21,0.667,11,45,56,21,7,2,21,22,95,,DAL,240,38,94,0.404,18,49,0.367,15,17,0.882,11,42,53,20,7,7,14,17,109,,2024-04-04,0.0
DAL,240,38,94,0.404,18,49,0.367,15,17,0.882,11,42,53,20,7,7,14,17,109,,ATL,240,34,85,0.4,13,38,0.342,14,21,0.667,11,45,56,21,7,2,21,22,95,,2024-04-04,1.0
PHI,240,43,92,0.467,14,40,0.35,9,11,0.818,8,33,41,28,11,7,11,15,109,,MIA,240,39,94,0.415,13,43,0.302,14,16,0.875,16,35,51,24,8,4,15,10,105,,2024-04-04,1.0
MIA,240,39,94,0.415,13,43,0.302,14,16,0.875,16,35,51,24,8,4,15,10,105,,PHI,240,43,92,0.467,14,40,0.35,9,11,0.818,8,33,41,28,11,7,11,15,109,,2024-04-04,0.0
SAC,240,42,86,0.488,18,42,0.429,7,12,0.583,9,26,35,26,6,3,16,23,109,,NYK,240,44,80,0.55,12,28,0.429,20,29,0.69,9,30,39,34,9,2,11,20,120,,2024-04-04,0.0
NYK,240,44,80,0.55,12,28,0.429,20,29,0.69,9,30,39,34,9,2,11,20,120,,SAC,240,42,86,0.488,18,42,0.429,7,12,0.583,9,26,35,26,6,3,16,23,109,,2024-04-04,1.0
GSW,240,47,80,0.588,17,35,0.486,22,25,0.88,12,31,43,29,6,2,18,23,133,,HOU,240,36,86,0.419,12,40,0.3,26,30,0.867,12,17,29,23,11,1,12,19,110,,2024-04-04,1.0
HOU,240,36,86,0.419,12,40,0.3,26,30,0.867,12,17,29,23,11,1,12,19,110,,GSW,240,47,80,0.588,17,35,0.486,22,25,0.88,12,31,43,29,6,2,18,23,133,,2024-04-04,0.0
DEN,240,36,83,0.434,11,35,0.314,17,25,0.68,6,45,51,27,3,4,13,19,100,,LAC,240,34,90,0.378,7,33,0.212,27,32,0.844,7,41,48,22,10,2,6,20,102,,2024-04-04,0.0
LAC,240,34,90,0.378,7,33,0.212,27,32,0.844,7,41,48,22,10,2,6,20,102,,DEN,240,36,83,0.434,11,35,0.314,17,25,0.68,6,45,51,27,3,4,13,19,100,,2024-04-04,1.0
ORL,240,42,94,0.447,9,38,0.237,22,26,0.846,15,22,37,24,9,3,10,19,115,,CHO,240,43,72,0.597,15,30,0.5,23,23,1.0,4,32,36,29,6,4,18,22,124,,2024-04-05,0.0
CHO,240,43,72,0.597,15,30,0.5,23,23,1.0,4,32,36,29,6,4,18,22,124,,ORL,240,42,94,0.447,9,38,0.237,22,26,0.846,15,22,37,24,9,3,10,19,115,,2024-04-05,1.0
OKC,240,42,86,0.488,8,30,0.267,20,24,0.833,9,30,39,24,8,6,15,17,112,,IND,240,46,88,0.523,15,35,0.429,19,21,0.905,8,31,39,30,8,5,13,23,126,,2024-04-05,0.0
IND,240,46,88,0.523,15,35,0.429,19,21,0.905,8,31,39,30,8,5,13,23,126,,OKC,240,42,86,0.488,8,30,0.267,20,24,0.833,9,30,39,24,8,6,15,17,112,,2024-04-05,1.0
POR,240,41,94,0.436,9,29,0.31,17,24,0.708,16,39,55,29,7,5,12,23,108,,WAS,240,38,88,0.432,5,33,0.152,21,30,0.7,12,33,45,24,9,5,9,21,102,,2024-04-05,1.0
WAS,240,38,88,0.432,5,33,0.152,21,30,0.7,12,33,45,24,9,5,9,21,102,,POR,240,41,94,0.436,9,29,0.31,17,24,0.708,16,39,55,29,7,5,12,23,108,,2024-04-05,0.0
SAC,240,38,99,0.384,17,51,0.333,7,13,0.538,15,39,54,21,4,3,7,15,100,,BOS,240,38,89,0.427,12,44,0.273,13,18,0.722,12,39,51,25,6,4,7,11,101,,2024-04-05,0.0
