Unnamed: 0,Date,Away,Home,Favorite,Line,Over/Under
0,2023-10-24,LAL,DEN,DEN,-4.5,228.5
1,2023-10-24,PHX,GSW,GSW,-3.5,235.5
2,2023-10-25,ATL,CHA,ATL,-4.5,235.5
3,2023-10-25,WAS,IND,IND,-4.5,235.5
4,2023-10-25,BOS,NYK,BOS,-4.5,223.5
5,2023-10-25,HOU,ORL,ORL,-4.5,219.5
6,2023-10-25,CLE,BKN,CLE,-1.5,218.5
7,2023-10-25,DET,MIA,MIA,-9.5,218.5
8,2023-10-25,MIN,TOR,TOR,-0.5,220.5
9,2023-10-25,OKC,CHI,CHI,-2.5,224.5
10,2023-10-25,NOP,MEM,MEM,-1.5,224.5
11,2023-10-25,SAC,UTA,SAC,-1.5,234.5
12,2023-10-25,DAL,SAS,DAL,-4.5,231.5
13,2023-10-25,POR,LAC,LAC,-10.5,225.5
14,2023-10-26,PHI,MIL,MIL,-5.5,227.5
15,2023-10-26,PHX,LAL,LAL,-6.5,226.5
16,2023-10-27,DET,CHA,CHA,-4.5,226.5
17,2023-10-27,DEN,MEM,DEN,-5.5,221.5
18,2023-10-27,NYK,ATL,ATL,-0.5,229.5
19,2023-10-27,MIA,BOS,BOS,-8.5,220.5
20,2023-10-27,OKC,CLE,CLE,-2.5,226.5
21,2023-10-27,TOR,CHI,CHI,-2.5,216.5
22,2023-10-27,HOU,SAS,SAS,-2.5,224.5
23,2023-10-27,BKN,DAL,DAL,-6.5,231.5
24,2023-10-27,LAC,UTA,LAC,-4.5,227.5
25,2023-10-27,ORL,POR,ORL,-4.5,220.5
26,2023-10-27,GSW,SAC,SAC,-3.5,237.5
27,2023-10-28,CHI,DET,CHI,-2.5,214.5
28,2023-10-28,MEM,WAS,WAS,-0.5,228.5
29,2023-10-28,NYK,NOP,NOP,-3.5,223.5
30,2023-10-28,IND,CLE,IND,-3.5,221.5
31,2023-10-28,PHI,TOR,PHI,-4.5,214.5
32,2023-10-28,MIA,MIN,MIN,-8.5,215.5
33,2023-10-28,UTA,PHX,PHX,-5.5,222.5
34,2023-10-29,DEN,OKC,DEN,-3.5,230.5
35,2023-10-29,GSW,HOU,GSW,-7.5,223.5
36,2023-10-29,ATL,MIL,MIL,-6.5,238.5
37,2023-10-29,POR,PHI,PHI,-9.5,216.5
38,2023-10-29,SAS,LAC,LAC,-9.5,229.5
39,2023-10-29,LAL,SAC,SAC,-2.5,235.5
40,2023-10-30,BKN,CHA,BKN,-1.5,227.5
41,2023-10-30,CHI,IND,IND,-3.5,229.5
42,2023-10-30,BOS,WAS,BOS,-10.5,231.5
43,2023-10-30,MIN,ATL,MIN,-2.5,229.5
44,2023-10-30,POR,TOR,TOR,-9.5,216.5
45,2023-10-30,DAL,MEM,MEM,-1.5,222.5
46,2023-10-30,MIA,MIL,MIL,-7.5,225.5
47,2023-10-30,GSW,NOP,NOP,-2.5,220.5
48,2023-10-30,DET,OKC,OKC,-6.5,225.5
49,2023-10-30,UTA,DEN,DEN,-9.5,226.5
50,2023-10-30,ORL,LAL,LAL,-3.5,220.5
51,2023-10-31,NYK,CLE,NYK,-1.5,213.5
52,2023-10-31,SAS,PHX,PHX,-7.5,225.5
53,2023-10-31,ORL,LAC,LAC,-6.5,220.5
54,2023-11-01,POR,DET,DET,-3.5,216.5
55,2023-11-01,MIL,TOR,MIL,-4.5,223.5
56,2023-11-01,WAS,ATL,ATL,-10.5,240.5
57,2023-11-01,IND,BOS,BOS,-12.5,233.5
58,2023-11-01,BKN,MIA,MIA,-6.5,223.5
59,2023-11-01,CLE,NYK,NYK,-5.5,210.5
60,2023-11-01,NOP,OKC,OKC,-3.5,228.5
61,2023-11-01,CHA,HOU,HOU,-3.5,222.5
62,2023-11-01,DEN,MIN,DEN,-2.5,220.5
63,2023-11-01,CHI,DAL,DAL,-2.5,219.5
64,2023-11-01,MEM,UTA,UTA,-2.5,225.5
65,2023-11-01,SAC,GSW,GSW,-7.5,227.5
66,2023-11-01,LAC,LAL,LAL,-3.5,227.5
67,2023-11-02,TOR,PHI,PHI,-7.5,214.5
68,2023-11-02,DET,NOP,NOP,-4.5,215.5
69,2023-11-02,ORL,UTA,ORL,-1.5,223.5
70,2023-11-02,SAS,PHX,PHX,-10.5,229.5
71,2023-11-04,PHX,PHI,PHI,-5.5,220.5
72,2023-11-04,CHA,IND,IND,-5.5,241.5
73,2023-11-04,LAL,ORL,LAL,-3.5,222.5
74,2023-11-04,ATL,NOP,NOP,-1.5,237.5
75,2023-11-04,BOS,BKN,BOS,-9.5,226.5
76,2023-11-04,SAC,HOU,SAC,-2.5,221.5
77,2023-11-04,UTA,MIN,MIN,-7.5,224.5
78,2023-11-04,CHI,DEN,DEN,-9.5,217.5
79,2023-11-05,PHX,DET,PHX,-3.5,219.5
80,2023-11-05,TOR,SAS,TOR,-4.5,222.5
81,2023-11-05,GSW,CLE,CLE,-0.5,222.5
82,2023-11-05,CHA,DAL,DAL,-11.5,234.5
83,2023-11-05,MEM,POR,MEM,-3.5,219.5
84,2023-11-06,GSW,DET,GSW,-8.5,224.5
85,2023-11-06,DAL,ORL,ORL,-1.5,229.5
86,2023-11-06,WAS,PHI,PHI,-11.5,229.5
87,2023-11-06,MIL,BKN,MIL,-4.5,232.5
88,2023-11-06,LAL,MIA,MIA,-1.5,222.5
89,2023-11-06,LAC,NYK,NYK,-1.5,223.5
90,2023-11-06,UTA,CHI,CHI,-3.5,223.5
91,2023-11-06,SAC,HOU,SAC,-2.5,218.5
92,2023-11-06,BOS,MIN,BOS,-3.5,221.5
93,2023-11-06,ATL,OKC,OKC,-0.5,242.5
94,2023-11-06,NOP,DEN,DEN,-5.5,222.5
95,2023-11-08,WAS,CHA,CHA,-2.5,239.5
96,2023-11-08,UTA,IND,IND,-5.5,242.5
97,2023-11-08,BOS,PHI,BOS,-2.5,229.5
98,2023-11-08,LAC,BKN,LAC,-5.5,231.5
99,2023-11-08,SAS,NYK,NYK,-9.5,223.5
100,2023-11-08,PHX,CHI,CHI,-0.5,217.5
101,2023-11-08,LAL,HOU,LAL,-1.5,223.5
102,2023-11-08,MIA,MEM,MIA,-1.5,216.5
103,2023-11-08,DET,MIL,MIL,-12.5,227.5
104,2023-11-08,NOP,MIN,MIN,-9.5,215.5
105,2023-11-08,CLE,OKC,CLE,-2.5,227.5
106,2023-11-08,TOR,DAL,DAL,-4.5,225.5
107,2023-11-08,GSW,DEN,DEN,-4.5,227.5
108,2023-11-08,POR,SAC,SAC,-8.5,221.5
109,2023-11-09,MIL,IND,MIL,-1.5,239.5
110,2023-11-09,ATL,ORL,ATL,-3.5,232.5
111,2023-11-11,MIL,ORL,MIL,-2.5,227.5
112,2023-11-11,TOR,BOS,BOS,-9.5,222.5
113,2023-11-11,MIA,ATL,ATL,-7.5,227.5
114,2023-11-11,CLE,GSW,GSW,-4.5,224.5
115,2023-11-12,CHA,NYK,NYK,-11.5,224.5
116,2023-11-12,WAS,BKN,BKN,-6.5,234.5
117,2023-11-12,MEM,LAC,LAC,-8.5,224.5
118,2023-11-12,IND,PHI,PHI,-7.5,237.5
119,2023-11-12,DET,CHI,CHI,-6.5,221.5
120,2023-11-12,DEN,HOU,DEN,-4.5,215.5
121,2023-11-12,DAL,NOP,DAL,-3.5,237.5
122,2023-11-12,MIA,SAS,MIA,-1.5,222.5
123,2023-11-12,OKC,PHX,PHX,-4.5,231.5
124,2023-11-12,MIN,GSW,GSW,-3.5,222.5
125,2023-11-12,POR,LAL,LAL,-8.5,220.5
126,2023-11-13,NYK,BOS,BOS,-9.5,220.5
127,2023-11-13,WAS,TOR,TOR,-8.5,230.5
128,2023-11-13,CHI,MIL,MIL,-9.5,230.5
129,2023-11-13,CLE,SAC,SAC,-3.5,228.5
130,2023-11-15,DAL,WAS,DAL,-3.5,243.5
131,2023-11-15,NYK,ATL,ATL,-1.5,229.5
132,2023-11-15,BOS,PHI,BOS,-1.5,223.5
133,2023-11-15,MIL,TOR,MIL,-1.5,224.5
134,2023-11-15,ORL,CHI,CHI,-2.5,215.5
135,2023-11-15,MIN,PHX,PHX,-4.5,222.5
136,2023-11-15,SAC,LAL,LAL,-0.5,237.5
137,2023-11-15,CLE,POR,CLE,-10.5,217.5
138,2023-11-16,BKN,MIA,MIA,-3.5,214.5
139,2023-11-16,OKC,GSW,OKC,-3.5,226.5
140,2023-11-18,NYK,CHA,NYK,-6.5,224.5
141,2023-11-18,MIN,NOP,MIN,-7.5,220.5
142,2023-11-18,MIA,CHI,MIA,-1.5,212.5
143,2023-11-18,DAL,MIL,MIL,-1.5,247.5
144,2023-11-18,MEM,SAS,MEM,-3.5,226.5
145,2023-11-18,OKC,GSW,GSW,-1.5,236.5
146,2023-11-19,PHI,BKN,PHI,-3.5,224.5
147,2023-11-19,ORL,IND,IND,-4.5,236.5
148,2023-11-19,DEN,CLE,DEN,-4.5,215.5
149,2023-11-19,DET,TOR,TOR,-9.5,219.5
150,2023-11-19,SAC,DAL,DAL,-1.5,246.5
151,2023-11-19,BOS,MEM,BOS,-12.5,222.5
152,2023-11-19,PHX,UTA,PHX,-5.5,238.5
153,2023-11-19,OKC,POR,OKC,-6.5,223.5
154,2023-11-19,HOU,LAL,LAL,-6.5,221.5
155,2023-11-20,BOS,CHA,BOS,-8.5,234.5
156,2023-11-20,DEN,DET,DEN,-9.5,225.5
157,2023-11-20,MIL,WAS,MIL,-10.5,246.5
158,2023-11-20,MIA,CHI,MIA,-1.5,209.5
159,2023-11-20,NYK,MIN,MIN,-2.5,214.5
160,2023-11-20,SAC,NOP,SAC,-1.5,237.5
161,2023-11-20,LAC,SAS,LAC,-9.5,231.5
162,2023-11-20,HOU,GSW,GSW,-7.5,220.5
163,2023-11-22,WAS,CHA,CHA,-3.5,240.5
164,2023-11-22,DEN,ORL,DEN,-3.5,218.5
165,2023-11-22,BKN,ATL,ATL,-3.5,236.5
166,2023-11-22,MIL,BOS,BOS,-6.5,235.5
167,2023-11-22,MIA,CLE,CLE,-0.5,212.5
168,2023-11-22,TOR,IND,IND,-2.5,241.5
169,2023-11-22,MEM,HOU,HOU,-4.5,213.5
170,2023-11-22,PHI,MIN,MIN,-6.5,220.5
171,2023-11-22,SAC,NOP,SAC,-1.5,234.5
172,2023-11-22,CHI,OKC,OKC,-6.5,223.5
173,2023-11-22,LAC,SAS,LAC,-7.5,230.5
174,2023-11-22,GSW,PHX,PHX,-3.5,233.5
175,2023-11-22,UTA,POR,UTA,-3.5,228.5
176,2023-11-22,DAL,LAL,LAL,-0.5,245.5
177,2023-11-25,PHI,OKC,PHI,-1.5,231.5
178,2023-11-25,MIA,BKN,BKN,-7.5,216.5
179,2023-11-25,ATL,WAS,ATL,-8.5,250.5
180,2023-11-25,LAL,CLE,CLE,-4.5,227.5
181,2023-11-25,NOP,UTA,NOP,-2.5,227.5
182,2023-11-25,DAL,LAC,LAC,-0.5,237.5
183,2023-11-26,POR,MIL,MIL,-12.5,231.5
184,2023-11-26,ATL,BOS,BOS,-7.5,234.5
185,2023-11-26,PHX,NYK,NYK,-6.5,219.5
186,2023-11-26,CHA,ORL,ORL,-6.5,227.5
187,2023-11-26,MIN,MEM,MIN,-6.5,217.5
188,2023-11-26,CHI,BKN,BKN,-2.5,221.5
189,2023-11-26,TOR,CLE,CLE,-3.5,222.5
190,2023-11-26,SAS,DEN,DEN,-10.5,229.5
191,2023-11-27,WAS,DET,DET,-2.5,237.5
192,2023-11-27,POR,IND,IND,-11.5,240.5
193,2023-11-27,LAL,PHI,PHI,-5.5,230.5
194,2023-11-27,NOP,UTA,NOP,-6.5,232.5
195,2023-11-27,DEN,LAC,LAC,-11.5,217.5
196,2023-11-29,LAL,DET,LAL,-8.5,230.5
197,2023-11-29,WAS,ORL,ORL,-10.5,235.5
198,2023-11-29,PHX,TOR,PHX,-2.5,227.5
199,2023-11-29,UTA,MEM,MEM,-3.5,223.5
200,2023-11-29,PHI,NOP,NOP,-2.5,228.5
201,2023-11-29,HOU,DEN,DEN,-10.5,217.5
202,2023-11-29,LAC,SAC,LAC,-1.5,231.5
203,2023-11-30,POR,CLE,CLE,-12.5,220.5
204,2023-11-30,CHA,BKN,BKN,-8.5,224.5
205,2023-11-30,IND,MIA,MIA,-3.5,238.5
206,2023-11-30,DET,NYK,NYK,-14.5,219.5
207,2023-11-30,MIL,CHI,MIL,-10.5,225.5
208,2023-11-30,UTA,MIN,MIN,-11.5,219.5
209,2023-11-30,LAL,OKC,OKC,-4.5,234.5
210,2023-11-30,ATL,SAS,ATL,-6.5,246.5
211,2023-11-30,LAC,GSW,GSW,-2.5,229.5
212,2023-12-01,WAS,ORL,ORL,-10.5,236.5
213,2023-12-01,PHI,BOS,BOS,-11.5,218.5
214,2023-12-01,NYK,TOR,TOR,-1.5,218.5
215,2023-12-01,MEM,DAL,DAL,-5.5,224.5
216,2023-12-01,SAS,NOP,NOP,-12.5,237.5
217,2023-12-01,DEN,PHX,PHX,-0.5,224.5
218,2023-12-02,GSW,LAC,LAC,-4.5,229.5
219,2023-12-02,MIN,CHA,MIN,-5.5,220.5
220,2023-12-02,ORL,BKN,BKN,-2.5,225.5
221,2023-12-02,CLE,DET,CLE,-9.5,225.5
222,2023-12-02,IND,MIA,MIA,-4.5,237.5
223,2023-12-02,NOP,CHI,CHI,-0.5,219.5
224,2023-12-02,ATL,MIL,MIL,-6.5,252.5
225,2023-12-02,OKC,DAL,OKC,-5.5,234.5
226,2023-12-02,MEM,PHX,PHX,-10.5,220.5
227,2023-12-02,POR,UTA,UTA,-1.5,217.5
228,2023-12-02,DEN,SAC,SAC,-3.5,234.5
229,2023-12-02,HOU,LAL,LAL,-4.5,226.5
230,2023-12-11,MIA,CHA,MIA,-4.5,222.5
231,2023-12-11,IND,DET,IND,-7.5,247.5
232,2023-12-11,CLE,ORL,ORL,-2.5,225.5
233,2023-12-11,WAS,PHI,PHI,-13.5,244.5
234,2023-12-11,DEN,ATL,DEN,-2.5,242.5
235,2023-12-11,TOR,NYK,NYK,-4.5,221.5
236,2023-12-11,SAS,HOU,HOU,-8.5,223.5
237,2023-12-11,DAL,MEM,MEM,-1.5,227.5
238,2023-12-11,CHI,MIL,MIL,-11.5,233.5
239,2023-12-11,MIN,NOP,NOP,-4.5,221.5
240,2023-12-11,UTA,OKC,OKC,-12.5,235.5
241,2023-12-11,BKN,SAC,SAC,-4.5,237.5
242,2023-12-11,POR,LAC,LAC,-14.5,220.5
243,2023-12-12,CLE,BOS,BOS,-11.5,226.5
244,2023-12-12,LAL,DAL,LAL,-2.5,236.5
245,2023-12-12,DEN,CHI,DEN,-6.5,219.5
246,2023-12-12,GSW,PHX,GSW,-1.5,229.5
247,2023-12-12,SAC,LAC,LAC,-3.5,237.5
248,2023-12-13,PHI,DET,PHI,-12.5,233.5
249,2023-12-13,NOP,WAS,NOP,-7.5,239.5
250,2023-12-13,CHA,MIA,MIA,-7.5,222.5
251,2023-12-13,ATL,TOR,TOR,-2.5,240.5
252,2023-12-13,MEM,HOU,HOU,-9.5,209.5
253,2023-12-13,IND,MIL,MIL,-6.5,258.5
254,2023-12-13,LAL,SAS,LAL,-3.5,230.5
255,2023-12-13,BKN,PHX,PHX,-4.5,230.5
256,2023-12-13,NYK,UTA,NYK,-5.5,228.5
257,2023-12-14,CLE,BOS,BOS,-9.5,227.5
258,2023-12-14,CHI,MIA,MIA,-3.5,213.5
259,2023-12-14,MIN,DAL,MIN,-1.5,231.5
260,2023-12-14,BKN,DEN,DEN,-9.5,230.5
261,2023-12-14,UTA,POR,POR,-4.5,226.5
262,2023-12-14,OKC,SAC,SAC,-2.5,244.5
263,2023-12-14,GSW,LAC,LAC,-2.5,231.5
264,2023-12-15,NOP,CHA,NOP,-9.5,217.5
265,2023-12-15,DET,PHI,PHI,-15.5,234.5
266,2023-12-15,IND,WAS,IND,-8.5,260.5
267,2023-12-15,ORL,BOS,BOS,-5.5,227.5
268,2023-12-15,ATL,TOR,TOR,-1.5,241.5
269,2023-12-15,LAL,SAS,LAL,-4.5,235.5
270,2023-12-15,HOU,MEM,HOU,-2.5,212.5
271,2023-12-15,NYK,PHX,PHX,-4.5,229.5
272,2023-12-16,DET,MIL,MIL,-16.5,241.5
273,2023-12-16,PHI,CHA,PHI,-11.5,229.5
274,2023-12-16,ATL,CLE,CLE,-4.5,236.5
275,2023-12-16,CHI,MIA,MIA,-4.5,219.5
276,2023-12-16,IND,MIN,MIN,-10.5,239.5
277,2023-12-16,BKN,GSW,GSW,-3.5,235.5
278,2023-12-16,OKC,DEN,DEN,-5.5,237.5
279,2023-12-16,DAL,POR,DAL,-4.5,232.5
280,2023-12-16,UTA,SAC,SAC,-8.5,235.5
281,2023-12-16,NYK,LAC,LAC,-6.5,229.5
282,2023-12-17,ORL,BOS,BOS,-8.5,226.5
283,2023-12-17,NOP,SAS,NOP,-7.5,238.5
284,2023-12-17,HOU,MIL,MIL,-7.5,231.5
285,2023-12-17,WAS,PHX,PHX,-12.5,246.5
286,2023-12-17,GSW,POR,GSW,-5.5,233.5
287,2023-12-18,HOU,CLE,CLE,-3.5,214.5
288,2023-12-18,LAC,IND,LAC,-3.5,251.5
289,2023-12-18,CHI,PHI,PHI,-10.5,227.5
290,2023-12-18,DET,ATL,ATL,-11.5,246.5
291,2023-12-18,MIN,MIA,MIN,-1.5,217.5
292,2023-12-18,CHA,TOR,TOR,-12.5,224.5
293,2023-12-18,MEM,OKC,OKC,-10.5,229.5
294,2023-12-18,DAL,DEN,DEN,-8.5,239.5
295,2023-12-18,BKN,UTA,BKN,-3.5,233.5
296,2023-12-18,WAS,SAC,SAC,-14.5,252.5
297,2023-12-18,NYK,LAL,LAL,-5.5,236.5
298,2023-12-19,MEM,NOP,NOP,-8.5,229.5
299,2023-12-19,SAS,MIL,MIL,-16.5,248.5
300,2023-12-19,BOS,GSW,BOS,-5.5,233.5
301,2023-12-19,PHX,POR,PHX,-7.5,230.5
302,2023-12-20,UTA,CLE,CLE,-3.5,225.5
303,2023-12-20,CHA,IND,IND,-10.5,245.5
304,2023-12-20,MIA,ORL,ORL,-5.5,219.5
305,2023-12-20,MIN,PHI,PHI,-4.5,226.5
306,2023-12-20,NYK,BKN,NYK,-1.5,233.5
307,2023-12-20,DEN,TOR,DEN,-4.5,229.5
308,2023-12-20,LAL,CHI,LAL,-3.5,225.5
309,2023-12-20,ATL,HOU,HOU,-2.5,234.5
310,2023-12-20,LAC,DAL,LAC,-1.5,237.5
311,2023-12-20,BOS,SAC,SAC,-3.5,237.5
312,2023-12-21,UTA,DET,DET,-2.5,235.5
313,2023-12-21,NOP,CLE,NOP,-4.5,224.5
314,2023-12-21,SAS,CHI,CHI,-6.5,229.5
315,2023-12-21,IND,MEM,MEM,-2.5,247.5
316,2023-12-21,ORL,MIL,MIL,-8.5,238.5
317,2023-12-21,LAC,OKC,OKC,-6.5,237.5
318,2023-12-21,LAL,MIN,MIN,-8.5,222.5
319,2023-12-21,WAS,POR,POR,-4.5,238.5
320,2023-12-22,TOR,PHI,PHI,-8.5,230.5
321,2023-12-22,DEN,BKN,DEN,-5.5,231.5
322,2023-12-22,ATL,MIA,MIA,-1.5,238.5
323,2023-12-22,DAL,HOU,HOU,-8.5,222.5
324,2023-12-22,WAS,GSW,GSW,-11.5,248.5
325,2023-12-22,PHX,SAC,SAC,-3.5,244.5
326,2023-12-23,MIL,NYK,MIL,-2.5,243.5
327,2023-12-23,BOS,LAC,BOS,-4.5,231.5
328,2023-12-23,DEN,CHA,DEN,-10.5,224.5
329,2023-12-23,ORL,IND,IND,-2.5,244.5
330,2023-12-23,HOU,NOP,NOP,-7.5,226.5
331,2023-12-23,MEM,ATL,ATL,-1.5,237.5
332,2023-12-23,DET,BKN,BKN,-9.5,231.5
333,2023-12-23,UTA,TOR,TOR,-5.5,232.5
334,2023-12-23,CLE,CHI,CHI,-6.5,214.5
335,2023-12-23,LAL,OKC,OKC,-3.5,239.5
336,2023-12-23,SAS,DAL,DAL,-8.5,243.5
337,2023-12-23,POR,GSW,GSW,-8.5,228.5
338,2023-12-23,MIN,SAC,SAC,-2.5,232.5
339,2023-12-25,MIL,NYK,MIL,-3.5,243.5
340,2023-12-25,GSW,DEN,DEN,-7.5,235.5
341,2023-12-25,BOS,LAL,BOS,-5.5,235.5
342,2023-12-25,PHI,MIA,MIA,-2.5,227.5
343,2023-12-25,DAL,PHX,PHX,-4.5,243.5
344,2023-12-26,BKN,DET,BKN,-6.5,228.5
345,2023-12-26,ORL,WAS,ORL,-7.5,237.5
346,2023-12-26,ATL,CHI,ATL,-2.5,237.5
347,2023-12-26,IND,HOU,HOU,-2.5,240.5
348,2023-12-26,MEM,NOP,NOP,-4.5,228.5
349,2023-12-26,MIN,OKC,OKC,-1.5,230.5
350,2023-12-26,UTA,SAS,UTA,-2.5,241.5
351,2023-12-26,SAC,POR,SAC,-8.5,236.5
352,2023-12-26,CHA,LAC,LAC,-11.5,226.5
353,2023-12-27,PHI,ORL,ORL,-2.5,228.5
354,2023-12-27,TOR,WAS,TOR,-6.5,242.5
355,2023-12-27,MIL,BKN,MIL,-9.5,244.5
356,2023-12-27,PHX,HOU,PHX,-2.5,225.5
357,2023-12-27,NYK,OKC,OKC,-3.5,241.5
358,2023-12-27,CLE,DAL,DAL,-6.5,232.5
359,2023-12-28,DET,BOS,BOS,-17.5,234.5
360,2023-12-28,IND,CHI,CHI,-0.5,238.5
361,2023-12-28,DAL,MIN,MIN,-12.5,227.5
362,2023-12-28,UTA,NOP,NOP,-8.5,239.5
363,2023-12-28,MEM,DEN,DEN,-9.5,222.5
364,2023-12-28,MIA,GSW,GSW,-6.5,232.5
365,2023-12-28,SAS,POR,POR,-3.5,232.5
366,2023-12-28,CHA,LAL,LAL,-13.5,226.5
367,2023-12-29,NYK,ORL,ORL,-0.5,226.5
368,2023-12-29,BKN,WAS,BKN,-5.5,242.5
369,2023-12-29,SAC,ATL,ATL,-1.5,252.5
370,2023-12-29,TOR,BOS,BOS,-5.5,228.5
371,2023-12-29,MIL,CLE,MIL,-5.5,241.5
372,2023-12-29,PHI,HOU,PHI,-1.5,224.5
373,2023-12-29,OKC,DEN,DEN,-1.5,237.5
374,2023-12-29,CHA,PHX,PHX,-15.5,231.5
375,2023-12-29,SAS,POR,POR,-4.5,233.5
376,2023-12-29,MEM,LAC,LAC,-3.5,230.5
377,2023-12-30,MIA,UTA,MIA,-3.5,232.5
378,2023-12-30,TOR,DET,TOR,-3.5,232.5
379,2023-12-30,NYK,IND,IND,-3.5,247.5
380,2023-12-30,PHI,CHI,CHI,-0.5,225.5
381,2023-12-30,LAL,MIN,MIN,-4.5,227.5
382,2023-12-30,DAL,GSW,GSW,-3.5,243.5
383,2023-12-31,ATL,WAS,ATL,-6.5,252.5
384,2023-12-31,LAL,NOP,NOP,-5.5,232.5
385,2023-12-31,BKN,OKC,OKC,-7.5,235.5
386,2023-12-31,BOS,SAS,BOS,-14.5,241.5
387,2023-12-31,SAC,MEM,MEM,-0.5,236.5
388,2023-12-31,ORL,PHX,PHX,-5.5,232.5
389,2024-01-01,MIN,NYK,MIN,-1.5,222.5
390,2024-01-01,CLE,TOR,TOR,-2.5,227.5
391,2024-01-01,DET,HOU,HOU,-9.5,227.5
392,2024-01-01,IND,MIL,MIL,-8.5,262.5
393,2024-01-01,CHA,DEN,DEN,-17.5,224.5
394,2024-01-01,POR,PHX,PHX,-9.5,229.5
395,2024-01-01,DAL,UTA,DAL,-4.5,247.5
396,2024-01-01,MIA,LAC,LAC,-8.5,228.5
397,2024-01-02,CHI,PHI,PHI,-9.5,222.5
398,2024-01-02,SAS,MEM,MEM,-10.5,236.5
399,2024-01-02,BKN,NOP,NOP,-5.5,227.5
400,2024-01-02,BOS,OKC,BOS,-4.5,240.5
401,2024-01-02,ORL,GSW,GSW,-3.5,230.5
402,2024-01-02,CHA,SAC,SAC,-15.5,234.5
403,2024-01-03,WAS,CLE,CLE,-9.5,238.5
404,2024-01-03,MIL,IND,MIL,-3.5,257.5
405,2024-01-03,OKC,ATL,ATL,-1.5,249.5
406,2024-01-03,CHI,NYK,NYK,-7.5,219.5
407,2024-01-03,BKN,HOU,HOU,-4.5,222.5
408,2024-01-03,TOR,MEM,MEM,-1.5,227.5
409,2024-01-03,NOP,MIN,MIN,-6.5,220.5
410,2024-01-03,POR,DAL,DAL,-11.5,238.5
411,2024-01-03,LAC,PHX,LAC,-3.5,231.5
412,2024-01-03,DET,UTA,UTA,-8.5,240.5
413,2024-01-03,MIA,LAL,LAL,-5.5,229.5
414,2024-01-03,ORL,SAC,SAC,-5.5,231.5
415,2024-01-04,MIL,SAS,MIL,-11.5,248.5
416,2024-01-04,DEN,GSW,DEN,-3.5,234.5
417,2024-01-05,UTA,BOS,BOS,-14.5,241.5
418,2024-01-05,ATL,IND,IND,-2.5,261.5
419,2024-01-05,OKC,BKN,OKC,-4.5,234.5
420,2024-01-05,WAS,CLE,CLE,-10.5,237.5
421,2024-01-05,NYK,PHI,PHI,-5.5,233.5
422,2024-01-05,CHA,CHI,CHI,-8.5,218.5
423,2024-01-05,MIN,HOU,MIN,-4.5,216.5
424,2024-01-05,LAC,NOP,NOP,-0.5,230.5
425,2024-01-05,POR,DAL,DAL,-7.5,233.5
426,2024-01-05,ORL,DEN,DEN,-9.5,223.5
427,2024-01-05,MIA,PHX,PHX,-3.5,228.5
428,2024-01-05,DET,GSW,GSW,-10.5,239.5
429,2024-01-05,MEM,LAL,LAL,-3.5,225.5
430,2024-01-05,TOR,SAC,SAC,-4.5,237.5
431,2024-01-06,BOS,IND,BOS,-6.5,249.5
432,2024-01-06,NYK,WAS,NYK,-9.5,239.5
433,2024-01-06,UTA,PHI,PHI,-5.5,235.5
434,2024-01-06,MIL,HOU,MIL,-7.5,237.5
435,2024-01-07,SAS,CLE,CLE,-10.5,232.5
436,2024-01-07,POR,BKN,BKN,-9.5,226.5
437,2024-01-07,ATL,ORL,ATL,-2.5,240.5
438,2024-01-07,NOP,SAC,SAC,-4.5,234.5
439,2024-01-07,MIN,DAL,MIN,-2.5,234.5
440,2024-01-07,DET,DEN,DEN,-16.5,235.5
441,2024-01-07,MEM,PHX,PHX,-8.5,228.5
442,2024-01-07,TOR,GSW,GSW,-2.5,237.5
443,2024-01-07,LAC,LAL,LAC,-5.5,232.5
444,2024-01-08,CHI,CHA,CHI,-6.5,215.5
445,2024-01-08,BOS,IND,BOS,-3.5,245.5
446,2024-01-08,OKC,WAS,OKC,-11.5,245.5
447,2024-01-08,HOU,MIA,MIA,-4.5,218.5
448,2024-01-08,UTA,MIL,MIL,-8.5,242.5
449,2024-01-08,PHX,LAC,LAC,-5.5,234.5
450,2024-01-09,SAC,DET,SAC,-11.5,241.5
451,2024-01-09,MIN,ORL,MIN,-5.5,217.5
452,2024-01-09,POR,NYK,NYK,-12.5,229.5
453,2024-01-09,MEM,DAL,DAL,-9.5,236.5
454,2024-01-09,TOR,LAL,LAL,-4.5,236.5
455,2024-01-10,MIN,BOS,BOS,-10.5,228.5
456,2024-01-10,SAC,CHA,SAC,-8.5,229.5
457,2024-01-10,SAS,DET,SAS,-3.5,238.5
458,2024-01-10,WAS,IND,IND,-8.5,252.5
459,2024-01-10,PHI,ATL,ATL,-0.5,245.5
460,2024-01-10,OKC,MIA,OKC,-4.5,233.5
461,2024-01-10,HOU,CHI,CHI,-4.5,216.5
462,2024-01-10,DEN,UTA,DEN,-6.5,239.5
463,2024-01-10,NOP,GSW,NOP,-2.5,233.5
464,2024-01-10,TOR,LAC,LAC,-11.5,232.5
465,2024-01-11,BOS,MIL,MIL,-2.5,247.5
466,2024-01-11,POR,OKC,OKC,-13.5,237.5
467,2024-01-11,NYK,DAL,NYK,-4.5,234.5
468,2024-01-11,PHX,LAL,PHX,-1.5,238.5
