Unnamed: 0,Date,Away,Home,Favorite,Line,Over/Under
102,2024-04-12,ATL,MIN,MIN,-12.5,226.5
103,2024-04-12,MIL,OKC,OKC,-14.5,223.5
104,2024-04-12,DEN,SAS,DEN,-11.5,222.5
105,2024-04-12,DET,DAL,DAL,-11.5,217.5
106,2024-04-12,NOP,GSW,GSW,-3.5,222.5
107,2024-04-12,HOU,POR,HOU,-6.5,219.5
108,2024-04-12,UTA,LAC,LAC,-15.5,224.5
109,2024-04-12,PHX,SAC,PHX,-4.5,225.5
110,2024-04-14,WAS,BOS,BOS,-9.5,229.5
111,2024-04-14,CHA,CLE,CLE,-14.5,208.5
112,2024-04-14,ATL,IND,IND,-13.5,242.5
113,2024-04-14,TOR,MIA,MIA,-15.5,219.5
114,2024-04-14,CHI,NYK,NYK,-13.5,218.5
115,2024-04-14,MIL,ORL,ORL,-6.5,216.5
116,2024-04-14,BKN,PHI,PHI,-13.5,216.5
117,2024-04-14,DEN,MEM,DEN,-13.5,216.5
118,2024-04-14,PHX,MIN,MIN,-1.5,216.5
119,2024-04-14,LAL,NOP,NOP,-0.5,230.5
120,2024-04-14,DAL,OKC,OKC,-19.5,225.5
121,2024-04-14,DET,SAS,SAS,-5.5,221.5
